"Portugues,Ingles,Italiano,Espanhol,Alemao,Frances,Mandarim"
"Eu acordo a noite,I wake up at night,Mi sveglio di notte,Me despierto por la noche,Ich wache nachts auf,Je me reveille la nuit, ?????"
"This is classic.,Essa é clássica.,,,,,"
"Hello, my name is Peter. How can I help?,""Olá, me chamo Peter. Como posso ajudar?"""
"There's a charge on my account that I don't recognize from a while ago.,""Tem uma cobrança na minha conta que não reconheço, de um tempo atrás."""
"I think it was a mistake.,Acho que foi erro."
"- Name of the company? - Novelty Funsy.,- Nome da empresa? - Novelty Funsy."
"Could you spell Funsy?,Poderia soletrar Funsy?"
"F-u-n-s-y.,F-u-n-s-y."
"And the date of the transaction?,E a data da transação?"
"Fifteen...,Quinze..."
"of January.,de janeiro."
"On January 15, 2017.,Em 15 de janeiro de 2017."
"There are companies that do not use their real name.,Há empresas que não usam o nome verdadeiro."
"Question of discretion.,Questão de discrição."
"Discretion?,Discrição?"
"Like in hotels, with porn movies and things like that.,""Como em hotéis, com filmes pornôs e coisas do tipo."""
"And what is it? - It is an online store,,""E o que é? - É uma loja on-line,"""
"I would have to check better,eu teria que verificar melhor"
"if you are sure you didn't buy this.,se tiver certeza de que não comprou isso."
"Yes I have.,""Sim, eu tenho."""
"Let's check. Can we return to this number?,Vamos verificar. Podemos retornar neste número?"
"Yes, thank you. - Goodnight.,""Sim, obrigado. - Boa noite."""
"Father?,Pai?"
"Can Daisy stay? - I sleep in the guest room.,Daisy pode ficar? - Durmo no quarto de hóspedes."
"Did you ask your mother?,Pediu à sua mãe?"
"Yes, she left.,""Sim, ela deixou."""
"Okay.,Tá."
"And Ryan?,E o Ryan?"
"Joined the main team.,Entrou pro time principal."
"Brother of their star player. It was inevitable.,Irmão do craque deles. Era inevitável."
"VIDEO MESSAGE,MENSAGEM DE VÍDEO"
"Ryan sent me a message talking about the incredible goalkeeper.,Ryan me mandou mensagem falando do goleiro incrível."
"Daisy.,Daisy."
"I just... - I know.,Eu só... - Eu sei."
"We're leaving...,Nós vamos embora..."
"Different universities.,Universidades diferentes."
"I just...,Eu só..."
"I don't want something serious. - It won't be.,Não quero algo sério. - Não vai ser."
"I promise.,Eu prometo."
"We're just staying.,Estamos só ficando."
"No commitment.,Sem compromisso."
"It will be a very casual kiss.,Vai ser um beijo muito casual."
"What?,Quê?"
"Hey! - Why didn't you send a message?,Ei! - Por que não mandou mensagem?"
"I prefer this. The old fashioned way.,Prefiro isto. À moda antiga."
"Two minutes.,Dois minutos."
"Turn sideways.,Vire de lado."
"Phillip?,Phillip?"
"Then...,Então..."
"He guesses? I finally told him.,Adivinha? Finalmente contei a ele."
"Our! How it was?,Nossa! Como foi?"
"To my surprise, mature.,""Para minha surpresa, maduro."""
"Serious? - So it is.,- Sério? - Pois é."
"What did you say?,O que você disse?"
"Sit down!,Sentem-se!"
"Just the truth. I said...,Só a verdade. Eu disse que..."
"Come, sit down!,""Venham, sentem-se!"""
"No, sit down!,""Não, sentem-se!"""
"I said we spent 26 years together.,Eu disse que passamos 26 anos juntos."
"Many of them happy. It wasn't a failure. It worked out.,Muitos deles felizes. Não foi um fracasso. Deu certo."
"But...,Mas..."
"WES CALLING,WES LIGANDO"
"But now it's time for change.,Mas agora é hora de mudanças."
"I tried an analogy of a new house,,""Tentei uma analogia de uma casa nova,"""
"but it was all a bit confusing.,mas ficou tudo meio confuso."
"Was he upset?,Ele ficou chateado?"
"It's Phil. Hard to say. He slept in the guest room,,""É o Phil. Difícil dizer. Ele dormiu no quarto de hóspedes,"""
"but I think that was more symbolic.,mas acho que aquilo foi mais simbólico."
"Our.,Nossa."
"Jesus!,Jesus!"
"Sorry, the kid keeps calling me. I'll see what it is.,""Desculpe, a criança fica me ligando. Vou ver o que é."""
"Will I call you later? - Okay.,- Te ligo depois? - Tá."
"What it was?,O que foi?"
"What it was?,O que foi?"
"I'll tell you what it was. Some weird shit.,Vou dizer o que foi. Uma merda esquisita."
"What are you doing?,O que está fazendo?"
"Investigating crime, very brutal. LOL."",""""""Investigando crime, muito brutal. LOL."""""""
"You're showing your age, Jo. - It's Johanna. How many times will I repeat?,""Está mostrando sua idade, Jo. - É Johanna. Quantas vezes vou repetir?"""
"I thought you liked older people.,Achei que você curtisse pessoas mais velhas."
"He's not that old. It's not your age.,Ele não é tão velho. Não tem sua idade."
"Was your new boyfriend not old enough to be your father?,Seu novo namorado não tinha idade para ser seu pai?"
"In theory, yes, but you're old enough to be my mother.,""Em tese, sim, mas você tem idade para ser minha mãe."""
"And even my grandmother.,E até mesmo minha avó."
"Where's the body?,Cadê o corpo?"
"Don't even think about it.,Nem pense nisso."
"Don't you turn your head?,Não viram a cabeça?"
"No. It's just that on the floor.,Não. É só isso aí no chão."
"It gives me goosebumps.,Me dá arrepios."
"What is that?,O que é isso?"
"Is it a sheep?,É uma ovelha?"
"No, the neck is too long. - Giraffe?,""Não, o pescoço é muito longo. - Girafa?"""
"Joke.,Brincadeira."
"Very small.,Muito pequeno."
"It's a kick, but it could be a llama.,""É chute, mas pode ser lhama."""
"Alpaca.,Alpaca."
"What's that on your leg?,O que é aquilo na perna?"
"Bite marks?,Marcas de mordida?"
"You can't look any further.,Não dá para olhar mais."
"Bites.,Mordidas."
"And, given the size and design of the bite...,""E, pelo tamanho e desenho da mordida..."""
"there's a good chance they're human.,há uma boa chance de serem humanas."
"Hello.,Olá."
"Hi... - We're from...,Oi... - Somos do..."
"My name is...,Meu nome é..."
"Johanna Griffin of the police,""Johanna Griffin, da polícia,"""
"and Wesley Ross. Don't worry.,e Wesley Ross. Não se preocupe."
"We're investigating an incident about a mile away,,""Estamos investigando um incidente a cerca de 1,5 km daqui,"""
"with an animal.,com um animal."
"It appears to be a white alpaca.,Parece ser uma alpaca branca."
"Do you think it's mine?,Acham que é minha?"
"That's what it indicates. They are not very common...,É o que indica. Elas não são muito comuns..."
"Let's see.,Vamos ver."
"Gary,,""Gary,"""
"Jason, Howard,,""Jason, Howard,"""
"Mark, Robbie.,""Mark, Robbie."""
"They're all there.,Estão todos aí."
"Liam, Niall...,""Liam, Niall..."""
"Harry,,""Harry,"""
"Zayn...,Zayn..."
"Louis.,Louis."
"It's Louis.,É o Louis."
"What there was? He died?,O que houve? Morreu?"
"I'm afraid so. I am really sorry.,Receio que sim. Sinto muito."
"And he was...,E ele foi..."
"decapitated.,decapitado."
"Decapitated?,Decapitado?"
"Do you have closed circuit TV? Some...,Tem circuito interno de TV? Alguma..."
"security camera?,câmera de segurança?"
"It's an alpaca farm, not ""Port"" Knox.,""É uma fazenda de alpacas, e não """"Port"""" Knox."""
"Drug.,Droga."
"It's ""Fort"" Knox.,""É """"Fort"""" Knox."""
"It's where Americans keep their gold. - I know.,É onde os americanos guardam seu ouro. - Eu sei."
"Serious?,Sério?"
"No, I thought of Alcatraz.,""Não, eu pensei em Alcatraz."""
"Hi, Mr Price.,""Oi, seu Price."""
"Mike. When did it arrive?,Mike. Quando chegou?"
"Kind of earlier.,Meio que mais cedo."
"I didn't hear you.,Não ouvi você."
"Okay.,Tá."
"No!,Não!"
"Is Tom upstairs?,Tom está lá em cima?"
"In the bath.,No banho."
"And there? - You have three.,E aí? - Você tem três."
"Give me the pancake.,Me dê a panqueca."
"I still want it.,Eu ainda quero."
"Hello. - How disgusting.,Olá. - Que nojo."
"It's Martin.,É o Martin."
"That Parth appeared.,Aquele Parth apareceu."
"Shit.,Merda."
"I am going.,Estou indo."
"Hi, friend. - Mike?,""Oi, amigão. - Mike?"""
"Come now.,Venha agora."
"Hello?,Olá?"
"In here.,Aqui dentro."
"Where is he?,Cadê ele?"
"He's safe.,Ele está seguro."
"Martin. - Hello?,Martin. - Olá?"
"Is there anyone there?,Tem alguém aí?"
"It's down there.,Está lá embaixo."
"In the basement? - Yes.,No porão? - Sim."
"It's not The Silence of the Lambs.,Não é O Silêncio dos Inocentes."
"Okay.,Tá."
"Look, I have to tell you that this is...,""Olha, tenho que te dizer que isso é..."""
"He's crazy. - kidnapping.,Ele é um louco. - sequestro."
"He's a freak! - Nonsense.,Ele é um pirado! - Bobagem."
"You kind of forcibly trapped him.,Você meio que o prendeu à força."
"I was a cop for 30 years, Adam. I know what kidnapping is.,""Fui policial por 30 anos, Adam. Eu sei o que é sequestro."""
"The door closed by itself. - Let go of me!,A porta fechou sozinha. - Me solte!"
"Okay.,Tá."
"I can't breathe!,Não consigo respirar!"
"Can I...?,Posso...?"
"Feel free.,Fique à vontade."
"Remember which side you are on.,Lembre-se de que lado você está."
"He is well!,Está bem!"
"What the hell is that? I stayed there for almost an hour.,Que porra é essa? Fiquei lá quase uma hora."
"It was 23 minutes.,Foram 23 minutos."
"You crazy. He's crazy. - Calm down.,Seu louco. Ele é louco. - Calma."
"Calm? I'll call the police.,Calma? Vou ligar pra polícia."
"The phone. - It's not with me.,O telefone. - Não está comigo."
"He stole my phone! - Give the phone.,Ele roubou meu telefone! - Dê o telefone."
"He is an elderly man. - Screw this.,Ele é um idoso. - Foda-se."
"And yes. And he doesn't want to move.,""É, sim. E ele não quer se mudar."""
"It doesn't want to sell, nor does it want its renewal program.,""Não quer vender, nem quer seu programa de renovação."""
"And he doesn't really like it when you show up by surprise,E não gosta muito que você apareça de surpresa"
"with a giant checkbook.,com um talão gigante de cheques."
"We appealed and respected the deadline, now we have to wait for due process.,""Recorremos e respeitamos o prazo, agora é esperar o devido processo."""
"And due process can be very slow.,E o devido processo pode ser muito lento."
"Does anyone accept tea?,Alguém aceita chá?"
"Okay, you're his lawyer. How much does he want?,""Certo, você é o advogado dele. Quanto ele quer?"""
"A billion pounds.,Um bilhão de libras."
"I shouldn't say, but I was authorized to offer up to 400 thousand.,""Eu não deveria dizer, mas me autorizaram a oferecer até 400 mil."""
"And I was allowed to refuse any offer.,E eu fui autorizado a recusar qualquer oferta."
"This old idiot isn't going to win.,Esse velho idiota não vai ganhar."
"And these tricks...,E esses truques..."
"AND...,É..."
"laugh, asshole.,""ria, babaca."""
"We both know that everyone has a price.,Nós dois sabemos que todos têm um preço."
"Do they really have? - Yes.,Têm mesmo? - Sim."
"And believe me:,E acredite:"
"In the end, the biggest always wins.,""No final, o maior sempre vence."""
"Skinny asshole.,Magrelo babaca."
"Behave yourself.,Comporte-se."
"Does she sleep with the alpacas? - No.,Será que ela dorme com as alpacas? - Não."
"Sex, no. Just cuddles.,""Sexo, não. Só afagos."""
"Maybe once in a while on a winter night.,Talvez de vez em quando numa noite de inverno."
"There was a guy who slept with an Irish setter,,""Tinha um cara que dormia com um setter irlandês,"""
"with a sheet, with his head on the pillow.,""de lençol, com a cabeça no travesseiro."""
"And I asked if... Stop!,E eu perguntei se... Pare!"
"What? What it was?,O quê? O que foi?"
"Go back, reverse.,""Volte, dê ré."""
"What it was?,O que foi?"
"Wes, where are we going?,""Wes, aonde vamos?"""
"Okay.,Tá."
"There's more.,Tem mais."
"Damn, how bizarre.,""Caramba, que bizarro."""
"There's a shoe.,Tem um sapato."
"There's something wrong here.,Tem algo errado aqui."
"Wess?,Wes?"
"Hey.,Oi."
"Foot prints, not sneakers.,""Pegadas de pés, e não tênis."""
"Johanna!,Johanna!"
"Johanna!,Johanna!"
"Shit.,Merda."
"Here!,Aqui!"
"Call an ambulance and ask for backup!,Chame uma ambulância e peça reforço!"
"Shit.,Merda."
"Detective Ross, I need backup and an ambulance now.,""Detetive Ross, preciso de reforços e de uma ambulância agora."""
"He's alive!,Ele está vivo!"
"Hello?,Alô?"
"Hello. Mr Price?,Olá. Senhor Price?"
"It is me.,Sou eu."
"This is Hashim from Derwent Bank.,""Aqui é Hashim, do Derwent Bank."""
"Yesterday you requested,Ontem o senhor solicitou"
"the identification of a company whose name appeared as... Novelty Funsy.,a identificação de uma empresa cujo nome aparecia como... Novelty Funsy."
"That's right.,Isso mesmo."
"Well, I don't think we'll be able to identify the nature of the transaction.,""Bem, acho que não poderemos identificar a natureza da transação."""
"It appears to be a general name for various types of websites.,Parece ser um nome geral para vários tipos de sites."
"Okay.,Tá."
"All good.,Tudo bem."
"I can send you a list of provider addresses,,""Posso enviar uma lista de endereços de provedores,"""
"but I can't know which, perhaps,,""mas não consigo saber qual, talvez,"""
"was the place of purchase.,tenha sido o local da compra."
"Can I send it to the email we have registered?,Mando para o e-mail que temos cadastrado?"
"Yes of course.,""Sim, claro."""
"I'll send it now. - Please.,- Enviarei agora. - Por favor."
"Thanks.,Obrigado."
"Sorry.,Desculpe."
"Work.,Trabalho."
"Did you come back early?,Voltou cedo?"
"Yes. Lunch was cancelled.,Sim. O almoço foi cancelado."
"Thank God.,Graças a Deus."
"Hey, you made the main team!,""Ei, entrou pro time principal!"""
"Come here. Give me a hug.,Venha cá. Me dê um abraço."
"Mother! - Oh, stop.,""Mãe! - Ah, para."""
"None of your friends are watching.,Nenhum amigo seu está vendo."
"And the conference? Did Selena behave?,E a conferência? Selena se comportou?"
"Serena was extremely professional,,""Serena foi extremamente profissional,"""
"to the point where he ran out to vomit.,até o ponto em que saiu correndo para vomitar."
"Coffee?,Café?"
"Yes, I do. - Tell me everything about the game.,""Sim, eu faço. - Me conte tudo sobre o jogo."""
"Corinne?,Corinne?"
"Hi. Is Daisy still here?,Oi. Daisy ainda está aqui?"
"Oh, that's right. She slept here.,""Ah, é mesmo. Ela dormiu aqui."""
"I need her to take care of Ella.,Preciso que ela cuide da Ella."
"She was going to play hockey, but out of nowhere...,""Ela ia jogar hóquei, mas do nada..."""
"It wasn't out of the blue.,Não foi do nada."
"He is well.,Está bem."
"She has colic.,Ela está com cólicas."
"He doesn't feel well, he doesn't want to play.,""Não se sente bem, não quer jogar."""
"But I have training. The triathlon is in three weeks.,Mas tenho treino. O triatlo é em três semanas."
"Just go!,É só ir!"
"I go.,Eu vou."
"You are sick, you need someone.,""Você está doente, precisa de alguém."""
"All good. She stays here for an hour.,Tudo bem. Ela fica aqui uma hora."
"Thanks.,Obrigada."
"I don't know what's wrong with her.,Não sei o que há com ela."
"She looks depressed.,Ela parece deprimida."
"He doesn't want to go to school or play sports.,Não quer ir à escola nem praticar esportes."
"She invented the stomachache. - It's the phase. Do you want me to talk to her?,Ela inventou a dor de barriga. - É a fase. Quer que eu fale com ela?"
"Well, you can try.,""Bem, pode tentar."""
"I think it could be worse. Did you hear about Dante?,Acho que poderia ser pior. Soube do Dante?"
"No. What was it?,Não. O que foi?"
"He didn't come home yesterday. His mother is very distressed.,Não voltou para casa ontem. A mãe dele está muito aflita."
"Who will want to have children?,Quem vai querer ter filhos?"
"Until later.,Até mais tarde."
"Okay. Goodbye.,Tá. Tchau."
"DERWENT BANK SERVICE,ATENDIMENTO DERWENT BANK"
"AS REQUESTED, A LIST OF IP ADDRESSES,""COMO SOLICITADO, UMA LISTA DE ENDEREÇOS DE IP"""
"FROM THE COMPANY NAME FANTASIA NOVELTY FUNSY,DA EMPRESA DE NOME FANTASIA NOVELTY FUNSY"
"FAKE MARRIAGE,CASAMENTO FALSO"
"FAKE INJURY,FERIMENTO FALSO"
"FALSE PREGNANCY,GRAVIDEZ FALSA"
"PRODUCTS,PRODUTOS"
"FAKE PREGNANCY TEST,TESTE FALSO DE GRAVIDEZ"
"MORE PRODUCTS...,MAIS PRODUTOS..."
"SILICONE BELLIES,BARRIGAS DE SILICONE"
"REVIEWS,AVALIAÇÕES"
"I hired a surrogate. I didn't want anyone to know.,Contratei uma barriga de aluguel. Não queria que ninguém soubesse."
"I used ""fakepregnancy.co.uk"",""Usei o """"fakepregnancy.co.uk"""""""
"to pretend I was going through a normal pregnancy.,para fingir que estava passando por uma gravidez normal."
"Nobody suspected.,Ninguém desconfiou."
"PRODUCTS,PRODUTOS"
"FAKE 3D PHOTOS AND ULTRASOUND,FOTOS 3D E ULTRASSOM FALSOS"
"I'm sorry I wasn't there.,Me desculpe por não estar lá."
"You were there when it mattered.,Você estava quando foi preciso."
"FAKE 2D ULTRASOUND,ULTRASSOM 2D FALSO"
"FAKE 3D ULTRASOUND,ULTRASSOM 3D FALSO"
"I lost.,Eu perdi."
"I lost the baby.,Perdi o bebê."
"two, three, four...,""dois, três, quatro..."""
"I'm showing him what a teacher gets up to outside of school.,Estou mostrando a ele o que um professor apronta fora da escola."
"We can talk? - What?,Podemos conversar? - Quê?"
"In the garden.,No jardim."
"Okay.,Tá."
"What there was?,O que houve?"
"Did you fake the pregnancy?,Você fingiu a gravidez?"
"What are you talking about? - Shall we skip this part?,Do que está falando? - Vamos pular essa parte?"
"What? - You pretending not to know anything.,Quê? - Você fingindo não saber de nada."
"Let's skip the denials.,Vamos pular as negações."
"I know you faked your pregnancy.,Sei que você fingiu sua gravidez."
"And why are you asking?,E por que está perguntando?"
"And the boys?,E os meninos?"
"The boys? - Are they mine?,Os meninos? - São meus?"
"Have you gone crazy?,Você ficou louco?"
"You faked a pregnancy. What else are you capable of?,Você fingiu uma gravidez. Do que mais é capaz?"
"Are they mine?,Eles são meus?"
"Yes! My God, Adam.,""Sim! Meu Deus, Adam."""
"Look at Tom's face. It's his eyes, his hair.,""Olhe pro rosto do Tom. São seus olhos, seu cabelo."""
"How can you ask me that?,Como pode me perguntar isso?"
"Then...,Então..."
"talk to me.,fale comigo."
"Why do you think I faked a pregnancy?,Por que acha que fingi uma gravidez?"
"The credit card.,O cartão de crédito."
"Novelty Funsy.,Novelty Funsy."
"It's a fancy name for a fake pregnancy website.,É um nome fantasia para um site falso de gravidez."
"How do you know this was for me? - He was?,Como sabe que isso foi para mim? - Foi?"
"Why did you look at the bank statements...,Por que olhou os extratos bancários..."
"It's messing up.,Está enrolando."
"Corinne...,Corinne..."
"you lied to me.,você mentiu para mim."
"He lied to the boys.,Mentiu pros meninos."
"Better start talking now.,É melhor começar a falar agora."
"Corinne.,Corinne."
"Remember when I had two hours to spare for lunch?,Lembra quando eu tinha duas horas de folga no almoço?"
"So what?,E daí?"
"I would leave school for a few hours.,Eu saía da escola por algumas horas."
"I was going to the Portis Books cafe.,Ia pro café da Portis Books."
"I drank tea, sat in the corner to read,,""Tomava um chá, sentava no canto para ler,"""
"and after a while, Adam, you become an acquaintance.,""e, depois de um tempo, Adam, você vira um conhecido."""
"Same people there, as a community.,""As mesmas pessoas lá, como uma comunidade."""
"AND? - There was a woman.,E? - Tinha uma mulher."
"Suzanne Hope.,Suzanne Hope."
"I was eight months pregnant. It was her first baby.,Estava grávida de oito meses. Era o primeiro bebê dela."
"Do you know what young, happy pregnant women are like?,""Sabe como são as gestantes jovens, alegres,"""
"as if they were the first person to get pregnant...,como se fossem a primeira pessoa a engravidar..."
"Good story. Can we get back to the topic?,Boa história. Podemos voltar ao assunto?"
"Can you stop being sarcasm, Adam?,""Pode deixar de sarcasmo, Adam?"""
"I'm trying to count. - Tell me.,Estou tentando contar. - Conte."
"I liked her.,Eu gostava dela."
"We became friends.,Viramos amigas."
"And one day she stopped coming.,E um dia ela parou de vir."
"I assumed she had had the baby.,Presumi que ela tinha tido o bebê."
"The birth was very late,,""O parto estava muito atrasado,"""
"and she didn't respond to my messages.,e ela não respondia minhas mensagens."
"Adam, listen. She refused my calls...,""Adam, escute. Ela recusou minhas ligações..."""
"So what? - A few months later,,""E daí? - Poucos meses depois,"""
"I saw her at the Starbucks near the library, and she was pregnant.,""eu a vi na Starbucks perto da biblioteca, e ela estava grávida."""
"Okay.,Tá."
